,apple,banana,beef,bread,broccoli,butter,carrot,cheese,chicken,chocolate,cinnamon,corn,cucumber,egg,eggplant,fish,garlic,ginger,lemon,mushroom,olives,onion,orange,parsley,pasta,peas,potato,rice,spinach,tomato,age,gender,label
202,3,0,0,1,0,2,0,2,1,0,0,2,0,2,1,0,5,1,5,0,0,3,0,0,0,0,1,1,0,0,35,female,1089
203,3,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,4,0,0,3,0,0,0,0,1,2,0,0,35,female,1095
204,2,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,5,0,0,3,0,0,0,0,1,2,0,0,35,female,1101
205,2,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,5,0,0,3,0,0,0,0,1,2,0,0,35,female,1101
206,3,0,0,1,0,3,0,1,1,0,0,2,0,2,1,0,5,2,5,0,0,2,0,0,0,0,1,2,0,0,35,female,104
207,3,0,0,1,0,3,0,1,1,0,0,2,0,2,1,0,5,2,5,0,0,2,0,0,0,0,1,2,0,0,35,female,104
208,3,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,4,0,0,3,0,0,0,0,1,2,0,0,35,female,107
209,3,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,4,0,0,3,0,0,0,0,1,2,0,0,35,female,107
210,3,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,5,1,5,0,0,2,0,0,0,0,1,1,0,0,35,female,110
211,3,0,0,0,0,3,0,2,0,0,0,2,0,2,1,0,5,2,4,0,0,3,0,0,0,0,1,2,0,0,35,female,115
212,3,0,0,1,0,3,0,2,1,0,0,2,0,2,1,0,6,2,4,0,0,3,0,0,0,0,1,2,0,0,35,female,124
213,1,0,0,0,0,6,1,2,2,1,2,1,0,2,0,0,7,2,7,0,1,2,1,2,0,1,1,4,0,1,55,female,842
214,1,0,0,0,0,5,1,2,3,0,1,1,1,1,0,0,8,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,849
215,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,7,0,1,2,1,3,0,1,1,3,1,2,55,female,852
216,1,0,0,0,0,5,1,2,3,1,2,1,1,2,0,0,7,2,7,0,1,2,1,3,0,1,1,4,1,2,55,female,854
217,1,0,0,0,0,6,1,1,3,1,2,1,1,2,0,0,7,2,7,0,0,2,0,3,0,0,1,4,1,2,55,female,857
218,1,0,0,0,0,5,1,2,3,1,2,1,1,1,0,0,7,2,7,0,1,2,1,2,0,1,1,4,1,1,55,female,867
219,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,7,0,1,2,1,3,0,1,1,4,1,2,55,female,889
220,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,1,7,0,1,2,1,3,0,1,1,3,1,2,55,female,893
221,1,0,0,0,0,6,1,2,3,1,2,0,1,2,0,0,8,2,7,0,1,2,1,3,0,1,1,4,1,2,55,female,896
222,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,7,1,7,0,1,2,1,3,0,1,1,3,1,2,55,female,901
223,1,0,0,0,0,6,1,1,3,1,2,1,1,2,0,0,7,2,7,0,1,1,1,3,0,1,1,4,1,2,55,female,104
224,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,107
225,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,107
226,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,109
227,1,0,0,0,0,6,1,2,3,1,2,1,1,2,0,0,8,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,109
228,1,0,0,0,0,5,1,2,2,1,2,1,1,2,0,0,7,2,6,0,1,2,1,2,0,1,1,3,1,2,55,female,116
229,0,0,0,0,0,5,0,2,2,1,1,1,1,2,0,0,8,2,7,0,1,1,1,3,0,1,0,4,1,2,55,female,114
230,1,0,0,0,0,5,1,2,3,1,2,1,1,2,0,0,7,2,6,0,1,2,1,3,0,1,1,4,1,2,55,female,122
231,2,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,4,1,3,0,0,3,2,0,0,0,1,0,0,0,23,male,139
232,2,0,0,1,0,1,1,1,1,0,0,1,0,2,0,0,3,0,2,0,0,2,2,0,0,0,0,0,0,0,23,male,147
233,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,3,1,3,0,0,2,1,0,0,0,1,0,0,0,23,male,160
234,2,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,4,1,3,0,0,3,2,0,0,0,1,0,0,0,23,male,161
235,2,0,0,1,0,1,1,1,1,0,0,1,0,2,0,0,4,1,2,0,0,3,1,0,0,0,1,0,0,0,23,male,195
236,2,0,0,1,0,1,1,0,1,0,0,1,0,2,0,0,3,1,3,0,0,2,2,0,0,0,1,0,0,0,23,male,104
237,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,4,1,3,0,0,3,2,0,0,0,1,0,0,0,23,male,113
238,2,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,3,1,2,0,0,3,2,0,0,0,1,0,0,0,23,male,115
239,3,0,0,0,0,3,0,2,2,1,1,4,2,3,0,0,3,1,2,0,0,2,2,0,0,0,0,0,0,0,25,female,104
240,3,0,0,0,0,3,0,2,2,1,1,3,2,3,0,0,3,1,2,0,0,3,2,0,0,0,0,0,0,0,25,female,112
241,3,0,0,0,0,3,0,3,2,1,1,4,2,3,0,0,4,1,1,0,0,3,2,0,0,0,0,0,0,0,25,female,124
242,2,0,0,0,0,2,0,2,2,1,0,4,2,2,0,0,4,0,1,0,0,3,2,0,0,0,0,0,0,0,25,female,136
243,3,0,0,0,0,3,0,3,1,1,1,4,1,3,0,0,4,1,2,0,0,3,2,0,0,0,0,0,0,0,25,female,155
244,3,0,0,0,0,3,0,3,1,1,1,4,1,3,0,0,4,1,2,0,0,3,2,0,0,0,0,0,0,0,25,female,155
245,2,0,0,0,0,3,0,3,2,1,1,3,2,3,0,0,3,1,2,0,0,2,1,0,0,0,0,0,0,0,25,female,160
246,2,0,0,0,0,3,0,3,2,1,1,3,2,3,0,0,3,1,2,0,0,2,1,0,0,0,0,0,0,0,25,female,160
247,3,0,0,0,0,2,0,3,2,0,1,4,2,2,0,0,4,1,2,0,0,3,2,0,0,0,0,0,0,0,25,female,168
248,3,0,0,0,0,2,0,3,2,1,1,3,2,2,0,0,4,1,2,0,0,3,2,0,0,0,0,0,0,0,25,female,173
249,0,0,3,1,0,1,0,1,6,1,1,1,1,1,0,0,8,5,4,0,1,5,0,0,0,0,0,1,0,5,21,male,330
250,0,0,3,1,0,1,0,1,6,1,1,1,1,1,0,0,8,5,4,0,1,5,0,0,0,0,0,1,0,5,21,male,330
251,0,0,3,1,0,1,0,1,7,1,1,1,1,1,0,0,8,4,5,0,2,6,0,0,0,0,0,1,0,5,21,male,367
252,0,0,3,1,0,0,0,1,7,0,1,1,1,0,0,0,9,5,5,0,2,6,0,0,0,0,0,1,0,6,21,male,415
253,0,0,3,1,0,1,0,1,7,1,1,1,1,1,0,0,9,5,4,0,2,6,0,0,0,0,0,1,0,6,21,male,418
254,0,0,3,1,0,1,0,1,7,1,1,1,1,1,0,0,9,5,4,0,2,6,0,0,0,0,0,1,0,6,21,male,418
255,0,0,2,1,0,1,0,1,6,1,1,1,1,1,0,0,8,4,5,0,2,5,0,0,0,0,0,1,0,5,21,male,433
256,0,0,2,1,0,1,0,1,6,1,1,1,1,1,0,0,8,4,5,0,2,5,0,0,0,0,0,1,0,5,21,male,433
257,0,0,2,1,0,1,0,1,6,1,1,1,1,1,0,0,8,4,5,0,2,5,0,0,0,0,0,1,0,5,21,male,433
258,0,0,3,1,0,1,0,1,6,1,0,0,0,1,0,0,8,4,5,0,2,6,0,0,0,0,0,0,0,6,21,male,439
259,0,0,3,1,0,1,0,1,7,1,1,1,1,1,0,0,9,5,5,0,2,6,0,0,0,0,0,1,0,6,21,male,440
260,0,0,3,1,0,1,0,0,7,1,1,1,1,1,0,0,8,5,5,0,2,5,0,0,0,0,0,1,0,6,21,male,104
261,0,0,3,0,0,1,0,1,6,1,1,1,1,1,0,0,8,5,4,0,2,6,0,0,0,0,0,1,0,6,21,male,115
262,0,0,0,0,0,5,0,2,1,0,1,1,0,4,0,0,2,2,3,0,1,3,2,1,0,0,1,1,0,0,20,female,332
263,0,0,0,0,1,4,0,2,1,0,0,1,0,3,0,0,2,2,4,0,1,3,2,1,0,0,0,1,0,0,20,female,335
264,0,0,0,0,1,5,0,2,1,0,1,1,0,4,0,0,2,2,4,0,0,2,2,0,0,0,1,1,0,0,20,female,339
265,0,0,0,0,1,4,0,2,1,0,1,1,0,3,0,0,2,2,3,0,1,3,2,1,0,0,1,1,0,0,20,female,341
266,0,0,0,0,1,5,0,2,1,0,1,0,0,4,0,0,2,2,4,0,1,3,2,1,0,0,1,1,0,0,20,female,343
267,0,0,0,0,1,4,0,2,1,0,1,1,0,4,0,0,2,2,4,0,1,3,2,1,0,0,1,1,0,0,20,female,342
268,0,0,0,0,1,4,0,1,1,0,1,1,0,3,0,0,2,1,3,0,1,3,2,1,0,0,1,1,0,0,20,female,344
269,0,0,0,0,1,5,0,2,0,0,1,1,0,4,0,0,1,2,4,0,1,2,1,1,0,0,1,1,0,0,20,female,362
270,0,0,0,0,1,4,0,2,1,0,1,1,0,3,0,0,2,2,4,0,1,3,1,1,0,0,1,1,0,0,20,female,363
271,0,0,0,0,1,5,0,2,1,0,1,1,0,4,0,0,2,1,3,0,1,3,2,1,0,0,1,0,0,0,20,female,364
272,0,0,0,0,1,5,0,1,1,0,1,1,0,4,0,0,1,2,4,0,1,2,2,1,0,0,1,1,0,0,20,female,104
273,1,0,1,1,1,7,0,1,3,3,0,3,0,4,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,392
274,1,0,1,1,1,6,0,1,3,2,0,3,0,4,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,397
275,1,0,1,1,1,6,0,1,3,3,0,3,0,4,0,0,4,2,0,0,0,3,0,1,0,1,0,1,0,1,27,female,399
276,1,0,1,1,1,7,0,1,3,3,0,3,0,4,0,0,5,2,1,1,0,4,0,1,0,0,0,2,0,1,27,female,402
277,1,0,1,1,1,7,0,1,3,3,0,2,0,4,0,0,4,1,1,1,0,4,0,1,0,1,0,1,0,1,27,female,409
278,1,0,1,1,1,6,0,1,3,2,0,3,0,3,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,415
279,1,0,1,1,1,6,0,1,3,2,0,3,0,3,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,415
280,1,0,0,1,1,7,0,1,2,3,0,3,0,4,0,0,4,1,1,1,0,3,0,1,0,1,0,2,0,0,27,female,433
281,1,0,1,1,1,6,0,1,3,3,0,3,0,3,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,437
282,1,0,1,1,0,7,0,1,3,3,0,3,0,4,0,0,5,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,436
283,0,0,1,0,1,6,0,1,2,3,0,2,0,4,0,0,5,2,1,1,0,3,0,1,0,1,0,2,0,1,27,female,102
284,1,0,1,1,1,6,0,1,2,3,0,3,0,3,0,0,4,2,1,1,0,3,0,0,0,1,0,2,0,1,27,female,105
285,1,0,1,1,1,7,0,0,3,3,0,2,0,4,0,0,4,2,1,1,0,4,0,1,0,1,0,2,0,1,27,female,112
286,2,0,0,2,0,7,0,5,1,0,1,6,1,5,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,212
287,2,0,0,3,0,7,0,6,1,0,1,6,1,5,0,0,5,0,2,1,0,2,1,2,0,1,1,0,0,1,22,female,210
288,2,0,0,3,0,7,0,5,1,0,1,6,1,5,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,215
289,2,0,0,3,0,7,0,6,0,0,1,5,1,5,0,0,4,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,219
290,1,0,0,3,0,7,0,6,1,0,1,6,1,5,0,0,4,0,1,0,0,3,1,1,0,0,1,0,0,1,22,female,222
291,2,0,0,2,0,7,0,5,1,0,1,5,0,5,0,0,4,0,2,1,0,2,1,2,0,1,1,0,0,0,22,female,224
292,2,0,0,2,0,6,0,6,1,0,1,5,1,5,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,242
293,2,0,0,3,0,6,0,5,1,0,1,5,1,4,0,0,5,0,2,1,0,2,1,2,0,1,1,0,0,1,22,female,244
294,1,0,0,3,0,7,0,6,1,0,1,6,1,5,0,0,4,0,2,1,0,3,0,2,0,1,1,0,0,1,22,female,243
295,2,0,0,3,0,6,0,6,1,0,1,6,1,4,0,0,5,0,1,1,0,3,1,2,0,1,1,0,0,1,22,female,248
296,2,0,0,3,0,6,0,5,1,0,1,6,1,4,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,250
297,2,0,0,3,0,6,0,6,1,0,1,6,1,5,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,251
298,2,0,0,3,0,6,0,6,1,0,1,6,1,4,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,255
299,2,0,0,3,0,6,0,6,1,0,0,5,1,5,0,0,5,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,256
300,2,0,0,3,0,7,0,6,1,0,1,6,1,4,0,0,5,0,2,1,0,3,1,1,0,1,0,0,0,1,22,female,103
301,2,0,0,3,0,7,0,5,1,0,1,5,1,5,0,0,4,0,2,1,0,3,1,2,0,1,1,0,0,1,22,female,112
302,1,0,0,0,0,4,0,1,0,1,1,1,1,3,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,24,female,261
303,1,0,0,0,0,4,0,1,0,1,1,1,1,3,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,24,female,266
304,0,0,0,0,0,5,0,1,0,1,1,1,1,4,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,1,24,female,265
305,1,0,0,0,0,4,0,1,0,1,1,0,1,4,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,24,female,269
306,1,0,0,0,0,5,0,1,0,1,1,1,1,4,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,0,24,female,274
307,1,0,0,0,0,5,0,1,0,1,1,1,0,4,0,0,1,0,4,0,0,1,0,1,0,0,0,1,0,1,24,female,273
308,1,0,0,0,0,4,0,1,0,1,0,1,1,3,0,0,1,0,5,0,0,1,0,1,0,0,0,1,0,1,24,female,293
309,1,0,0,0,0,4,0,1,0,0,1,1,1,3,0,0,1,0,5,0,0,1,0,1,0,0,0,1,0,1,24,female,291
310,1,0,0,0,0,5,0,0,0,1,1,1,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,1,24,female,104
311,1,0,0,3,0,5,1,2,4,1,1,3,1,5,0,0,2,0,1,0,0,4,1,0,1,0,0,0,1,1,27,female,294
312,1,0,0,3,0,4,1,2,4,0,1,3,1,4,0,0,3,0,1,0,0,4,1,0,1,0,0,0,1,1,27,female,297
313,1,0,0,3,0,5,1,2,3,1,1,2,1,5,0,0,2,0,1,0,0,3,1,0,1,0,0,0,1,1,27,female,302
314,1,0,0,2,0,5,1,1,3,1,1,2,0,4,0,0,2,0,0,0,0,3,1,0,1,0,0,0,0,0,27,female,301
315,1,0,0,3,0,5,1,2,4,1,1,3,1,4,0,0,3,0,1,0,0,4,0,0,1,0,0,0,1,1,27,female,305
316,1,0,0,3,0,5,1,2,4,1,1,3,1,4,0,0,3,0,1,0,0,4,1,0,1,0,0,0,1,1,27,female,306
317,1,0,0,3,0,4,0,2,4,1,0,3,1,4,0,0,3,0,1,0,0,4,1,0,1,0,0,0,1,1,27,female,311
318,1,0,0,3,0,4,1,2,4,1,1,3,1,5,0,0,3,0,1,0,0,4,1,0,0,0,0,0,1,1,27,female,326
319,1,0,0,2,0,4,1,1,3,1,1,3,1,5,0,0,3,0,1,0,0,3,1,0,1,0,0,0,1,1,27,female,329
320,0,0,0,2,0,4,1,2,3,1,1,2,1,5,0,0,3,0,1,0,0,3,1,0,1,0,0,0,1,1,27,female,102
321,1,0,0,1,0,1,0,1,2,0,0,3,0,1,0,1,4,0,0,0,0,2,0,0,0,0,1,0,0,0,22,male,217
322,1,0,0,1,0,2,0,1,2,0,0,2,0,1,0,1,5,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,218
323,1,0,0,1,0,2,0,1,1,0,0,2,0,1,0,1,4,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,219
324,1,0,0,1,0,2,0,1,2,0,0,3,0,1,0,1,4,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,220
325,1,0,0,0,0,2,0,1,2,0,0,3,0,1,0,1,5,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,226
326,1,0,0,1,0,2,0,1,2,0,0,3,0,1,0,1,5,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,235
327,0,0,0,1,0,2,0,1,2,0,0,3,0,1,0,1,4,0,0,0,0,1,0,1,0,0,2,1,0,0,22,male,241
328,1,0,0,1,0,2,0,1,1,0,0,2,0,1,0,0,4,0,0,0,0,1,0,1,0,0,1,1,0,0,22,male,249
329,1,0,0,1,0,1,0,0,2,0,0,3,0,0,0,1,5,0,0,0,0,2,0,1,0,0,2,1,0,0,22,male,253
330,1,0,0,0,0,2,1,1,1,0,0,1,0,2,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,25,male,262
331,2,0,0,0,0,2,1,1,1,0,1,1,0,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,25,male,263
332,2,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,25,male,266
333,2,0,0,0,0,2,1,1,0,0,1,0,0,2,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,25,male,271
334,2,0,0,0,0,2,1,1,1,0,1,1,0,2,0,0,3,2,1,0,0,1,0,0,0,0,0,0,0,0,25,male,270
335,2,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,25,male,289
336,1,0,0,0,0,2,0,1,1,0,1,1,0,2,0,1,4,2,1,0,0,1,0,0,0,0,0,0,0,0,25,male,113
337,1,0,0,1,0,3,1,1,2,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,2,0,0,20,male,306
338,1,0,0,1,0,3,1,1,2,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,2,0,0,2,0,0,20,male,313
339,1,0,0,1,0,3,1,1,2,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,2,0,0,2,0,0,20,male,319
340,1,0,0,1,0,3,1,1,1,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,20,male,323
341,1,0,0,1,0,2,1,1,2,0,0,1,0,2,0,0,0,1,1,0,0,1,1,0,1,0,0,2,0,0,20,male,326
342,1,0,0,1,0,2,1,1,2,0,0,1,0,2,0,0,0,1,1,0,0,1,1,0,1,0,0,2,0,0,20,male,326
343,1,0,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,2,0,0,2,0,0,20,male,329
344,1,0,0,1,0,3,1,1,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,2,0,0,1,0,0,20,male,327
345,0,0,0,1,0,3,0,1,2,0,0,1,0,2,0,0,0,1,1,0,0,1,1,0,2,0,0,2,0,0,20,male,113
346,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,4,0,1,1,0,1,0,0,1,1,0,1,0,0,30,female,450
347,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,4,0,1,1,0,1,0,0,1,1,0,1,0,0,30,female,454
348,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,4,0,1,1,0,0,0,0,1,1,0,1,0,0,30,female,458
349,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,4,0,1,1,0,1,0,0,1,1,0,1,0,0,30,female,457
350,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,3,0,1,1,0,1,0,0,1,1,0,0,0,0,30,female,470
351,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,1,0,0,30,female,478
352,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,30,female,484
353,1,0,0,0,0,2,0,2,0,0,1,1,0,0,0,0,4,0,1,1,0,1,0,0,1,1,0,1,0,0,30,female,485
354,1,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,0,1,1,0,1,0,0,1,1,0,1,0,0,30,female,112
355,1,0,0,2,0,7,0,0,1,1,2,3,0,5,0,0,3,1,2,0,0,3,3,1,0,0,1,0,0,1,33,female,502
356,1,0,0,2,0,6,0,0,1,1,2,3,0,4,0,0,3,1,2,0,0,3,4,1,0,0,1,0,0,1,33,female,503
357,1,0,0,2,0,6,0,0,1,0,3,3,0,4,0,0,3,1,2,0,0,3,4,1,0,0,1,0,0,1,33,female,505
358,1,0,0,2,0,7,0,0,1,1,3,3,0,5,0,0,3,1,2,0,0,3,4,1,0,0,1,0,0,1,33,female,509
359,1,0,0,2,0,6,0,0,1,1,2,3,0,4,0,0,3,0,2,0,0,3,4,1,0,0,1,0,0,1,33,female,512
360,1,0,0,2,0,6,0,0,1,1,3,3,0,5,0,0,3,1,2,0,0,3,4,1,0,0,1,0,0,1,33,female,515
361,1,0,0,2,0,7,0,0,1,1,3,3,0,5,0,0,3,1,2,0,0,3,3,1,0,0,1,0,0,1,33,female,518
362,1,0,0,1,0,6,0,0,1,1,3,2,0,5,0,0,2,1,1,0,0,3,4,0,0,0,0,0,0,1,33,female,520
363,1,0,0,1,0,6,0,0,0,1,3,2,0,4,0,0,2,1,2,0,0,2,4,1,0,0,1,0,0,1,33,female,522
364,1,0,0,2,0,7,0,0,1,1,3,2,0,5,0,0,2,1,2,0,0,2,3,1,0,0,1,0,0,1,33,female,533
365,0,0,0,2,0,7,0,0,1,1,3,3,0,5,0,0,3,1,1,0,0,3,3,1,0,0,1,0,0,1,33,female,532
366,1,0,0,2,0,6,0,0,1,1,3,3,0,4,0,0,3,1,2,0,0,2,4,1,0,0,1,0,0,0,33,female,111
367,3,0,1,1,0,11,1,1,4,2,4,2,0,6,0,0,5,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,536
368,3,0,1,1,0,11,1,1,4,2,3,2,0,6,0,0,5,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,539
369,3,0,1,1,0,11,1,1,4,2,4,2,0,5,0,0,5,3,3,0,0,4,1,2,0,0,4,2,0,0,32,female,540
370,3,0,1,1,0,12,1,1,3,2,4,2,0,6,0,0,4,3,2,0,0,4,1,1,0,0,3,3,0,0,32,female,541
371,3,0,1,1,0,11,1,1,4,2,3,2,0,5,0,0,5,3,2,0,0,4,0,2,0,0,4,3,0,0,32,female,542
372,3,0,1,1,0,11,1,1,3,2,4,2,0,6,0,0,4,3,3,0,0,3,1,2,0,0,4,3,0,0,32,female,548
373,3,0,1,1,0,11,1,1,4,1,4,1,0,5,0,0,5,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,550
374,3,0,0,0,0,11,1,0,4,2,4,2,0,5,0,0,5,2,3,0,0,3,1,2,0,0,3,3,0,0,32,female,553
375,3,0,1,1,0,11,1,1,4,2,4,2,0,6,0,0,5,3,3,0,0,4,1,2,0,0,3,3,0,0,32,female,555
376,3,0,1,1,0,12,1,1,4,2,4,2,0,6,0,0,5,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,560
377,2,0,1,1,0,12,1,1,4,2,4,1,0,6,0,0,4,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,563
378,3,0,1,1,0,11,1,1,4,1,4,2,0,5,0,0,5,2,3,0,0,4,1,2,0,0,4,3,0,0,32,female,568
379,2,0,1,1,0,11,1,1,4,2,3,2,0,5,0,0,5,3,3,0,0,4,1,2,0,0,4,3,0,0,32,female,567
380,3,0,1,1,0,12,1,1,4,2,4,2,0,6,0,0,4,2,3,0,0,3,1,2,0,0,4,2,0,0,32,female,110
381,2,0,1,1,0,11,0,1,3,2,3,2,0,6,0,0,5,3,3,0,0,3,1,2,0,0,3,3,0,0,32,female,114
382,3,0,1,1,0,11,1,1,3,2,4,2,0,6,0,0,4,3,2,0,0,4,1,1,0,0,4,2,0,0,32,female,116
383,1,0,0,0,1,2,2,2,1,0,0,0,0,2,0,0,6,1,0,0,0,3,0,0,0,1,0,2,1,1,29,male,457
384,2,0,0,0,0,1,1,2,1,0,1,0,0,2,0,0,6,1,0,0,0,2,0,0,0,0,0,2,1,1,29,male,463
385,2,0,0,0,1,2,2,2,1,0,1,0,0,2,0,0,5,1,0,0,0,3,0,0,0,1,0,2,1,1,29,male,466
386,2,0,0,0,1,2,2,2,1,0,1,0,0,2,0,0,5,1,0,0,0,3,0,0,0,1,0,1,1,1,29,male,470
387,2,0,0,0,1,2,2,2,1,0,1,0,0,2,0,0,5,0,0,0,0,3,0,0,0,1,0,2,0,1,29,male,468
388,2,0,0,0,1,1,2,2,1,0,1,0,0,2,0,0,5,1,0,0,0,2,0,0,0,1,0,2,1,1,29,male,479
389,2,0,0,0,1,2,2,2,1,0,1,0,0,1,0,0,6,1,0,0,0,3,0,0,0,1,0,1,1,1,29,male,482
390,2,0,0,0,1,2,2,2,1,0,1,0,0,2,0,0,6,1,0,0,0,3,0,0,0,1,0,2,1,1,29,male,485
391,2,0,0,0,1,2,2,2,1,0,1,0,0,2,0,0,6,1,0,0,0,3,0,0,0,1,0,2,1,1,29,male,491
392,2,0,0,0,1,2,2,1,0,0,1,0,0,1,0,0,5,1,0,0,0,3,0,0,0,1,0,2,1,0,29,male,494
393,2,0,0,0,1,2,2,1,1,0,1,0,0,2,0,0,5,1,0,0,0,2,0,0,0,1,0,2,1,1,29,male,104
394,1,0,0,0,1,2,1,2,1,0,1,0,0,2,0,0,6,1,0,0,0,3,0,0,0,1,0,2,1,1,29,male,113
395,2,0,0,3,1,6,0,1,2,1,1,5,0,3,0,0,5,1,4,1,0,5,3,2,0,0,1,0,1,0,36,male,502
396,2,0,0,3,0,5,0,1,2,1,2,5,0,2,0,0,4,1,4,0,0,4,4,2,0,0,1,0,0,0,36,male,501
397,2,0,0,3,1,5,0,1,2,0,2,5,0,2,0,0,5,1,4,1,0,5,4,2,0,0,1,0,1,0,36,male,505
398,2,0,0,3,1,6,0,1,2,1,2,5,0,3,0,0,5,1,4,1,0,5,4,2,0,0,1,0,1,0,36,male,509
399,2,0,0,3,1,6,0,1,2,1,2,4,0,3,0,0,5,1,3,1,0,5,4,2,0,0,1,0,1,0,36,male,507
400,2,0,0,3,1,6,0,1,2,1,2,5,0,3,0,0,5,1,4,1,0,5,4,2,0,0,1,0,1,0,36,male,510
401,2,0,0,2,1,5,0,1,2,1,2,4,0,3,0,0,4,1,3,1,0,5,4,1,0,0,0,0,1,0,36,male,520
402,2,0,0,3,1,6,0,0,2,1,2,5,0,3,0,0,5,1,3,1,0,5,3,1,0,0,1,0,1,0,36,male,519
403,2,0,0,3,1,6,0,1,2,1,2,5,0,3,0,0,4,0,4,1,0,4,4,2,0,0,1,0,1,0,36,male,523
404,2,0,0,2,1,5,0,1,1,1,2,4,0,2,0,0,4,1,4,1,0,4,4,2,0,0,1,0,1,0,36,male,522
405,2,0,0,3,1,6,0,1,2,1,2,4,0,3,0,0,4,1,4,1,0,4,3,2,0,0,1,0,1,0,36,male,533
